#TEXT,TEXT,NUM,NUM,NUM,FLOAT,FLOAT,NUM,NUM,NUM,NUM,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM
id,name,isDamagePoint,health,isTarget,damageRate1,damageRate2,property1,property2,stat1WpType,stat2WpType,node,boxColliders,findWpEffect,appraisalStateEffect,stateparam0,state0Tips,state0Icon,stateparam1,state1Tips,state1Icon,stateparam2,state2Tips,state2Icon,stateparam3,stateparam4,state4Tips,initialStatus,scaleX,scaleY
bosssenlin33Luoxinfu5wp05,bosssenlin33Luoxinfu5wp05,0,3000,2,1,1,-1,-1,0,,wp_leg2,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_leg2"",""effect"":""""}",luoxinfu5hide_leg2,Luoxinfu5_jiao1_d,"{""mesh"":""mesh_leg2"",""effect"":""""}",luoxinfu5normal1_leg2,Luoxinfu5_jiao1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosssenlin34Amute3wp01,bosssenlin34Amute3wp01,1,999999,3,0.25,0.2,-1,-1,4,,wp_body,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",amutehide_shenti,Amute3_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",amutenormal1_shenti,Amute3_xiong,,normal1Tips24,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}","{""mesh"":""mesh_body"",""effect"":""""}",dead wp,1,1,1
bosssenlin34Amute3wp02,bosssenlin34Amute3wp02,1,999999,0,2,1.5,-1,-1,3,,wp_head,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_head"",""effect"":""""}",amutehide_lian,Amute3_tou1_d,"{""mesh"":""mesh_head"",""effect"":""""}",amutenormal1_lian,Amute3_tou1,,normal1Tips23,RuodianIcon_hide,"{""mesh"":""mesh_head"",""effect"":""""}","{""mesh"":""mesh_head"",""effect"":""""}",dead wp,3,1,1
bosssenlin34Amute3wp03,bosssenlin34Amute3wp03,0,2500,2,1,1,-1,-1,2,,wp_mask,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_mask"",""effect"":""""}",amutehide_mianju,Amute3_tou_d,"{""mesh"":""mesh_mask"",""effect"":""""}",amutenormal1_mianju,Amute3_tou,,normal1Tips25,RuodianIcon_hide,,,dead wp,0,1,1
bosssenlin35Xiaochou2wp01,bosssenlin35Xiaochou2wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",xiaochou2hide_body,Xiaochou2_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",xiaochou2normal1_body,Xiaochou2_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosssenlin35Xiaochou2wp02,bosssenlin35Xiaochou2wp02,0,3000,2,1,1,-1,-1,0,,wp_weapon,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_weapon"",""effect"":""""}",xiaochou2hide_weapon,Xiaochou3_shou_d,"{""mesh"":""mesh_weapon"",""effect"":""""}",xiaochou2normal1_weapon,Xiaochou2_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosssenlin36Momo1wp01,bosssenlin36Momo1wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",momo1hide_body,Momo1_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",momo1normal1_body,Momo1_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosssenlin36Momo1wp02,bosssenlin36Momo1wp02,0,3000,2,1,1,-1,-1,0,,wp_wuding,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""momo_wuding"",""effect"":""""}",momo1hide_dun,RuodianIcon_hide,"{""mesh"":""momo_wuding"",""effect"":""""}",momo1normal1_dun,Momo1_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosssenlin37Hapi1wp01,bosssenlin37Hapi1wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",hapi1hide_body,Hapi1_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",hapi1normal_body,Hapi1_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosssenlin37Hapi1wp02,bosssenlin37Hapi1wp02,0,3000,2,1,1,-1,-1,2,,wp_lwing,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lwing"",""effect"":""""}",hapi1hide_lwing,Hapi1_chibang_d,"{""mesh"":""mesh_lwing"",""effect"":""""}",hapi1normal_lwing,Hapi1_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosssenlin37Hapi1wp03,bosssenlin37Hapi1wp03,0,3000,2,1,1,-1,-1,2,,wp_rwing,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rwing"",""effect"":""""}",hapi1hide_rwing,Hapi1_chibang_d,"{""mesh"":""mesh_rwing"",""effect"":""""}",hapi1normal_rwing,Hapi1_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan41Hongniu4wp01,bosshuoshan41Hongniu4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mes_body"",""effect"":""""}",hongniu4hide_body,Hongniu4_xiong_d,"{""mesh"":""mes_body"",""effect"":""""}",hongniu4normal_body,Hongniu4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan41Hongniu4wp02,bosshuoshan41Hongniu4wp02,0,3000,2,1,1,-1,-1,2,,wp_lhorn,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lhorn"",""effect"":""""}",hongniu4hide_lhorn,Hongniu4_jiao_d,"{""mesh"":""mesh_lhorn"",""effect"":""""}",hongniu4normal_lhorn,Hongniu4_jiao,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan41Hongniu4wp03,bosshuoshan41Hongniu4wp03,0,3000,2,1,1,-1,-1,2,,wp_rhorn,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rhorn"",""effect"":""""}",hongniu4hide_rhorn,Hongniu4_jiao_d,"{""mesh"":""mesh_rhorn"",""effect"":""""}",hongniu4normal_rhorn,Hongniu4_jiao,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan42Daochengsizhong4wp01,bosshuoshan42Daochengsizhong4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",daochengsizhong4hide_body,Daochengsizhong4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",daochengsizhong4normal_body,Daochengsizhong4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan42Daochengsizhong4wp02,bosshuoshan42Daochengsizhong4wp02,0,3000,2,1,1,-1,-1,2,,wp_bell,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_bell"",""effect"":""""}",daochengsizhong4hide_bell,Daochengsizhong4_wuqi_d,"{""mesh"":""mesh_bell"",""effect"":""""}",daochengsizhong4normal_bell,Daochengsizhong4_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan42Daochengsizhong4wp03,bosshuoshan42Daochengsizhong4wp03,1,999999,0,3,1,-1,-1,3,,wp_heart,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_heart"",""effect"":""""}",daochengsizhong4hide_heart,Daochengsizhong4_xin_d,"{""mesh"":""mesh_heart"",""effect"":""""}",daochengsizhong4normal_heart,Daochengsizhong4_xin,,normal1Tips31,RuodianIcon_hide,,,dead wp,3,1,1
bosshuoshan43Huoniao4wp01,bosshuoshan43Huoniao4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",huoniao4hide_body,Huoniao4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",huoniao4normal_body,Huoniao4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan43Huoniao4wp02,bosshuoshan43Huoniao4wp02,0,3000,2,1,1,-1,-1,2,,wp_ltail,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_ltail"",""effect"":""""}",huoniao4hide_ltail,Huoniao4_chibang2_d,"{""mesh"":""mesh_ltail"",""effect"":""""}",huoniao4normal_ltail,Huoniao4_chibang2,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan43Huoniao4wp03,bosshuoshan43Huoniao4wp03,0,3000,2,1,1,-1,-1,2,,wp_mtail,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_mtail"",""effect"":""""}",huoniao4hide_mtail,Huoniao4_chibang1_d,"{""mesh"":""mesh_mtail"",""effect"":""""}",huoniao4normal_mtail,Huoniao4_chibang1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan43Huoniao4wp04,bosshuoshan43Huoniao4wp04,0,3000,2,1,1,-1,-1,2,,wp_rtail,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rtail"",""effect"":""""}",huoniao4hide_rtail,Huoniao4_chibang2_d,"{""mesh"":""mesh_rtail"",""effect"":""""}",huoniao4normal_rtail,Huoniao4_chibang2,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan44Datiangou4wp01,bosshuoshan44Datiangou4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",datiangou4hide_body,Datiangou4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",datiangou4normal_body,Datiangou4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan44Datiangou4wp02,bosshuoshan44Datiangou4wp02,0,3000,2,1,1,-1,-1,2,,wp_lwing,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lwing"",""effect"":""""}",datiangou4hide_lwing,Datiangou4_chibang_d,"{""mesh"":""mesh_lwing"",""effect"":""""}",datiangou4normal_lwing,Datiangou4_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan44Datiangou4wp03,bosshuoshan44Datiangou4wp03,0,3000,2,1,1,-1,-1,2,,wp_rwing,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rwing"",""effect"":""""}",datiangou4hide_rwing,Datiangou4_chibang_d,"{""mesh"":""mesh_rwing"",""effect"":""""}",datiangou4normal_rwing,Datiangou4_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan44Datiangou4wp04,bosshuoshan44Datiangou4wp04,0,3000,2,1,1,-1,-1,2,,wp_fan,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_fan"",""effect"":""""}",datiangou4hide_fun,RuodianIcon_hide,"{""mesh"":""mesh_fan"",""effect"":""""}",datiangou4normal_fun,Datiangou4_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan45Saibulesi4wp01,bosshuoshan45Saibulesi4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",saibulesi4hide_body,Datiangou4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",saibulesi4normal_body,Saibulesi4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan45Saibulesi4wp02,bosshuoshan45Saibulesi4wp02,0,3000,2,1,1,-1,-1,2,,wp_lhead,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lhead"",""effect"":""""}",saibulesi4hide_lhead,Saibulesi4_tou1_d,"{""mesh"":""mesh_lhead"",""effect"":""""}",saibulesi4normal_lhead,Saibulesi4_tou1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan45Saibulesi4wp03,bosshuoshan45Saibulesi4wp03,0,3000,2,1,1,-1,-1,2,,wp_mhead,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_mhead"",""effect"":""""}",saibulesi4hide_mhead,Saibulesi4_tou_d,"{""mesh"":""mesh_mhead"",""effect"":""""}",saibulesi4normal_mhead,Saibulesi4_tou,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan45Saibulesi4wp04,bosshuoshan45Saibulesi4wp04,0,3000,2,1,1,-1,-1,2,,wp_rhead,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rhead"",""effect"":""""}",saibulesi4hide_rhead,Saibulesi4_tou1_d,"{""mesh"":""mesh_rhead"",""effect"":""""}",saibulesi4normal_rhead,Saibulesi4_tou1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan46Tianshizhang4wp01,bosshuoshan46Tianshizhang4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",tianshizhang4hide_body,Tianshizhang4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",tianshizhang4normal_body,Tianshizhang4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan46Tianshizhang4wp02,bosshuoshan46Tianshizhang4wp02,0,3000,2,1,1,-1,-1,2,,wp_lwing,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lwing"",""effect"":""""}",tianshizhang4hide_lwing,Tianshizhang4_chibang_d,"{""mesh"":""mesh_lwing"",""effect"":""""}",tianshizhang4normal_lwing,Tianshizhang4_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan46Tianshizhang4wp03,bosshuoshan46Tianshizhang4wp03,0,3000,2,1,1,-1,-1,2,,wp_rwing,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rwing"",""effect"":""""}",tianshizhang4hide_rwing,Tianshizhang4_chibang_d,"{""mesh"":""mesh_rwing"",""effect"":""""}",tianshizhang4normal_rwing,Tianshizhang4_chibang,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan46Tianshizhang4wp04,bosshuoshan46Tianshizhang4wp04,0,3000,2,1,1,-1,-1,2,,wp_aura,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_aura"",""effect"":""""}",tianshizhang4hide_aura,RuodianIcon_hide,"{""mesh"":""mesh_aura"",""effect"":""""}",tianshizhang4normal_aura,Tianshizhang4_guanghuan,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan46Tianshizhang4wp05,bosshuoshan46Tianshizhang4wp05,0,3000,2,1,1,-1,-1,2,,wp_weapon,"[""ruodian05_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_weapon"",""effect"":""""}",tianshizhang4hide_weapon,Tianshizhang4_wuqi_d,"{""mesh"":""mesh_weapon"",""effect"":""""}",tianshizhang4normal_weapon,Tianshizhang4_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan47Ifrit4wp01,bosshuoshan47Ifrit4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",ifrit4hide_body,Ifrit4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",ifrit4normal_body,Ifrit4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan47Ifrit4wp02,bosshuoshan47Ifrit4wp02,0,3000,2,1,1,-1,-1,2,,wp_lleg,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_lleg"",""effect"":""""}",ifrit4hide_lleg,Ifrit4_jiao_d,"{""mesh"":""mesh_lleg"",""effect"":""""}",ifrit4normal_lleg,Ifrit4_jiao,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan47Ifrit4wp03,bosshuoshan47Ifrit4wp03,0,3000,2,1,1,-1,-1,2,,wp_rleg,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rleg"",""effect"":""""}",ifrit4hide_rleg,Ifrit4_jiao_d,"{""mesh"":""mesh_rleg"",""effect"":""""}",ifrit4normal_rleg,Ifrit4_jiao,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan47Ifrit4wp04,bosshuoshan47Ifrit4wp04,0,3000,2,1,1,-1,-1,2,,wp_stone,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_stone"",""effect"":""""}",ifrit4hide_stone,Ifrit4_wuqi_d,"{""mesh"":""mesh_stone"",""effect"":""""}",ifrit4normal_stone,Ifrit4_wuqi,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosssenlin38Meidusha2wp01,bosssenlin38Meidusha2wp01,1,999999,3,0.5,1,-1,-1,4,,wp_body,"[""ruodian01_box1"",""ruodian01_box2""]",ruodian_jiandingzhong,ruodian,,,Meidusha2_xiong_d,"{""mesh"":""mesh_body""}",meidushanormal1_xiong,Meidusha2_xiong,"{""mesh"":""mesh_body""}",normal1Tips14,RuodianIcon_hide,,,dead wp,1,1,1
bosssenlin38Meidusha2wp02,bosssenlin38Meidusha2wp02,0,3000,2,1,1,-1,-1,0,,wp_she1,"[""ruodian02_box1"",""ruodian02_box2""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_she1"",""effect"":""shefayanjingsi1""}",meidushahide_zuoshetou,RuodianIcon_hide,"{""mesh"":""mesh_she1"",""effect"":""shefayanjing1""}",meidushanormal1_zuoshetou,Meidusha2_wuqi1,"{""mesh"":""mesh_she1"",""effect"":""shefayanjingsi1""}",meidushanormal2_youshetou,RuodianIcon_hide,"{""mesh"":""mesh_she1"",""effect"":""shefayanjingsi1""}",,dead wp,0,1,1
bosssenlin38Meidusha2wp03,bosssenlin38Meidusha2wp03,0,3000,2,1,1,-1,-1,0,,wp_she2,"[""ruodian03_box1"",""ruodian03_box2""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_she2"",""effect"":""shefayanjingsi2""}",meidushahide_youshetou,RuodianIcon1_hide,"{""mesh"":""mesh_she2"",""effect"":""shefayanjing2""}",meidushanormal1_youshetou,Meidusha2_wuqi1,"{""mesh"":""mesh_she2"",""effect"":""shefayanjingsi2""}",meidushanormal2_youshetou,RuodianIcon_hide,"{""mesh"":""mesh_she2"",""effect"":""shefayanjingsi2""}",,dead wp,0,-1,1
bosssenlin38Meidusha2wp04,bosssenlin38Meidusha2wp04,0,3000,2,1,1,-1,-1,1,,wp_she3,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_she3"",""effect"":""shefayanjingsi3""}",meidushahide_xiaoshetou,RuodianIcon_hide,"{""mesh"":""mesh_she3"",""effect"":""shefayanjing3""}",meidushanormal1_xiaoshetou,Meidusha2_wuqi2,,normal1Tips17,RuodianIcon_hide,"{""mesh"":""mesh_she3"",""effect"":""shefayanjingsi3""}",,dead wp,0,1,1
bosssenlin38Meidusha2wp05,bosssenlin38Meidusha2wp05,0,3000,2,1,1,-1,-1,1,,wp_she4,"[""ruodian05_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_she4"",""effect"":""shefayanjingsi4""}",meidushahide_xiaoshetou,RuodianIcon1_hide,"{""mesh"":""mesh_she4"",""effect"":""shefayanjing4""}",meidushanormal1_xiaoshetou,Meidusha2_wuqi2,,normal1Tips18,RuodianIcon_hide,"{""mesh"":""mesh_she4"",""effect"":""shefayanjingsi4""}",,dead wp,0,-1,1
bosshuoshan48Hehuaisituosi4wp06,bosshuoshan48Hehuaisituosi4wp06,1,999999,3,1,1,-1,-1,3,,wp_head,"[""ruodian06_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_head"",""effect"":""""}",hehuaisituosi4hide_head,RuodianIcon_hide,"{""mesh"":""mesh_head"",""effect"":""""}",hehuaisituosi4normal_head,Hehuaisituosi4_tou,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosshuoshan48Hehuaisituosi4wp01,bosshuoshan48Hehuaisituosi4wp01,1,999999,0,1,1,-1,-1,5,,wp_eye,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_eye"",""effect"":""""}",hehuaisituosi4hide_eye,RuodianIcon_hide,"{""mesh"":""mesh_eye"",""effect"":""""}",hehuaisituosi4normal_eye,Hehuaisituosi4_yan,,normal1Tips31,RuodianIcon_hide,,,dead wp,3,1,1
bosshuoshan48Hehuaisituosi4wp02,bosshuoshan48Hehuaisituosi4wp02,0,3000,2,1,1,-1,-1,2,,wp_ruweapon,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_ruweapon"",""effect"":""""}",hehuaisituosi4hide_luweapon,RuodianIcon_hide,"{""mesh"":""mesh_ruweapon"",""effect"":""""}",hehuaisituosi4normal_luweapon,Hehuaisituosi4_wuqi1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan48Hehuaisituosi4wp03,bosshuoshan48Hehuaisituosi4wp03,0,3000,2,1,1,-1,-1,2,,wp_rdweapon,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_rdweapon"",""effect"":""""}",hehuaisituosi4hide_ruweapon,RuodianIcon_hide,"{""mesh"":""mesh_rdweapon"",""effect"":""""}",hehuaisituosi4normal_ruweapon,Hehuaisituosi4_wuqi2,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bosshuoshan48Hehuaisituosi4wp04,bosshuoshan48Hehuaisituosi4wp04,0,3000,2,1,1,-1,-1,2,,wp_luweapon,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_luewapon"",""effect"":""""}",hehuaisituosi4hide_ldweapon,RuodianIcon1_hide,"{""mesh"":""mesh_luewapon"",""effect"":""""}",hehuaisituosi4normal_ldweapon,Hehuaisituosi4_wuqi1,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosshuoshan48Hehuaisituosi4wp05,bosshuoshan48Hehuaisituosi4wp05,0,3000,2,1,1,-1,-1,2,,wp_ldweapon,"[""ruodian05_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_ldewapon"",""effect"":""""}",hehuaisituosi4hide_rdweapon,RuodianIcon1_hide,"{""mesh"":""mesh_ldewapon"",""effect"":""""}",hehuaisituosi4normal_rdweapon,Hehuaisituosi4_wuqi2,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,-1,1
bosszhifuletuJiuweihu4wp01,bosszhifuletuJiuweihu4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",jiuweihu4hide_body,Jiuweihu4_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",jiuweihu4normal_body,Jiuweihu4_xiong,,normal1Tips31,RuodianIcon_hide,,,dead wp,1,1,1
bosszhifuletuJiuweihu4wp02,bosszhifuletuJiuweihu4wp02,1,999999,0,1,1,-1,-1,3,,wp_head,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,,jiuweihu4hide_head,Jiuweihu4_tou_d,,jiuweihu4normal_head,Jiuweihu4_tou,,normal1Tips31,RuodianIcon_hide,,,dead wp,0,1,1
bossmidasigongHuangjinzhiling1wp01,bossmidasigongHuangjinzhiling1wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1hide_body,Huangjinzhiling1_xiong_d,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1normal_body,Huangjinzhiling1_xiong,"{""mesh"":""mesh_body"",""effect"":""""}",normal1Tips31,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}",,dead wp,1,1,1
bossmidasigongHuangjinzhiling1wp02,bossmidasigongHuangjinzhiling1wp02,1,999999,0,1,1,-1,-1,3,,wp_head,"[""ruodian02_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1hide_head,Huangjinzhiling1_tou_d,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1normal_head,Huangjinzhiling1_tou,"{""mesh"":""mesh_body"",""effect"":""""}",normal1Tips31,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}",,dead wp,0,1,1
bossmidasigongHuangjinzhiling1wp03,bossmidasigongHuangjinzhiling1wp03,1,999999,3,1,1,-1,-1,5,,wp_Shell,"[""ruodian03_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1hide_shell,Huangjinzhiling1_waike_d,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1normal_shell,Huangjinzhiling1_waike,"{""mesh"":""mesh_body"",""effect"":""""}",normal1Tips31,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}",,dead wp,3,1,1
bossmidasigongHuangjinzhiling1wp04,bossmidasigongHuangjinzhiling1wp04,1,999999,0,1,1,-1,-1,3,,wp_spirit,"[""ruodian04_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1hide_spirit,Huangjinzhiling1_jingling_d,"{""mesh"":""mesh_body"",""effect"":""""}",huangjinzhiling1normal_spirit,Huangjinzhiling1_jingling,"{""mesh"":""mesh_body"",""effect"":""""}",normal1Tips31,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}",,dead wp,3,1,1
bossdajie11Moguguai4wp01,bossdajie11Moguguai4wp01,1,999999,3,1,1,-1,-1,5,,wp_body,"[""ruodian01_box1""]",ruodian_jiandingzhong,ruodian,"{""mesh"":""mesh_body"",""effect"":""""}",moguguai4hide_body,,"{""mesh"":""mesh_body"",""effect"":""""}",moguguai4normal_body,Moguguai4_xiong,"{""mesh"":""mesh_body"",""effect"":""""}",normal1Tips31,RuodianIcon_hide,"{""mesh"":""mesh_body"",""effect"":""""}",,dead wp,1,1,1
