#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
jiuweihu4normal_head,九尾狐的要害,This is her weakpoint.,九尾狐的要害
huangjinzhiling1normal_head,黄金之灵的要害,This is his weakpoint.,黃金之靈的要害
huangjinzhiling1normal_spirit,小小的精灵，控制着黄金之灵,The Real Soul who control the Gold.,小小的精靈，控制著黃金之靈
bosszhifuletuJiuweihu4wp02,头,Head,頭
bossmidasigongHuangjinzhiling1wp02,头,Head,頭
bossmidasigongHuangjinzhiling1wp03,外壳,Shell,外殼
bossmidasigongHuangjinzhiling1wp04,精灵,Spirit,精靈
huocike4hide_shell,胸前的圆形扣一定有古怪,Anything special with his Button?,胸前的圓形扣一定有古怪
huocike4normal1_shell,摧毁它！阻止它反射我方的攻击！,Destroy the Shell to stop him from counter attacking.,摧毀它！阻止它反射我方的攻擊！
bossdajie13Cike4wp01,胸,Body,胸
bossdajie13Cike4wp02,龟壳,Shell,龜殼
bossdajie11Moguguai4wp02,蘑菇,Mushroom,蘑菇
moguguai4hide_mushroom,蘑菇盖会不会是它的保护伞呢？,Would his Cap be the secret to Mantango?,蘑菇蓋會不會是牠的保護傘呢？
moguguai4normal_mushroom,原来蘑菇盖是他的弱点！全力攻击！,Mantango's Cap is its weakpoint! Concentrate your fire at it!,原來蘑菇蓋是他的弱點！全力攻擊！
bossdajie18Ladong5wp02,头,Head,頭
bossdajie18Ladong5wp03,坚硬的保护壳,Protective Shell,堅硬的保護殼
ladong5hide_head,屠龙先揍头,Try hitting it's Head first?,屠龍先揍頭
ladong5normal_head,守护龙的要害,Attack this weakpoint.,守護龍的要害
ladong5normal_goldenapple,金苹果是守护龙的弱点所在，狠狠地攻击！,The Golden Apple is the dragon's real weakpoint!,金蘋果是守護龍的弱點所在，狠狠地攻擊！
speechname_jiuwei,九尾狐,Nine Tails,九尾狐
speechname_bingxuenvwang,冰雪女王,Chione,冰雪女王
speechname_wo,我,Me,我
speechname_chitiangou,大天狗,Tengu,大天狗
speechname_huoshen,工匠之神,God of Craft,工匠之神
speechname_shenmi,神秘声音,Mysterious Voice,神秘聲音
speechname_shenmiren,神秘人,Mysterious Person,神秘人
speechname_A,阿曼达,Amanda,艾曼達
speechname_B,布鲁克,Brooke,布魯克
speechname_K,凯尔,Kyle,凱爾
speechname_hetong,河童,Kappa,河童
speechname_yaojing,精灵,Spirit,精靈
speechname_change,嫦娥,Moon Devine,嫦娥
speechname_binglong,冰龙,Ice Dragon,冰龍
speechname_karong,卡戎,Charon,卡戎
speechname_lisa,丽莎,Lisa,麗莎
speechname_yafogemeng,亚弗戈蒙,Aforgomon,亞弗戈蒙
speech_summon1,我们打败了冰雪女王！？难道她不是希腊神话中赫赫有名的怪物吗？到底怎么回事？,We defeated Chione?! Isn't she a famous legend from Greek Mythology? What's going on?,我們打敗了冰雪女王！？難道她不是希臘神話中赫赫有名的怪物嗎？到底怎麼回事？
speech_summon2,在<color=#ffcc00>异界</color>，存在许多像我们这样的传奇妖怪正<color=#ffcc00>处于战争之中</color>！我们需要你，帮助我们<color=#ffcc00>恢复世界的秩序</color>！,"<color=#ffcc00>Mythos</color>, the world that allows legends like us to exist, is <color=#ffcc00>at war</color> now! We need your help to <color=#ffcc00>restore order</color>!",在<color=#ffcc00>異界</color>，存在許多像我們這樣的傳奇妖怪正<color=#ffcc00>處於戰爭之中</color>！我們需要你，幫助我們<color=#ffcc00>恢復世界的秩序</color>！
speech_summon3,我在你房间中创造了一个<color=#ffcc00>魔法召唤之书</color>，你可以用它<color=#ffcc00>召唤新的怪物</color>来组建你的队伍。,Let me place a <color=#ffcc00>Magic Summon Book</color> in your room now so that you might <color=#ffcc00>collect new monsters</color> to form a team.,我在你房間中創造了一個<color=#ffcc00>魔法召喚之書</color>，你可以用它<color=#ffcc00>召喚新的怪物</color>來組建你的隊伍。
speech_zhenrongxuanze1,你们竟然救了我……,"Ohh, so you saved me after all…",你們竟然救了我……
speech_zhenrongxuanze2,别担心，你没事了。能通过在<color=#ffcc00>召唤之书</color>把你救回来真是太好了！,"No worries, you have been used! Its nice to see you back thru the <color=#ffcc00>Summon Book</color>.",別擔心，你沒事了。能通過在<color=#ffcc00>召喚之書</color>把你救回來真是太好了！
speech_zhenrongxuanze3,现在你们应该给我解释下状况了吧……,So now you can finally explain what all of this is about…,現在你們應該給我解釋下狀況了吧……
speech_zhenrongxuanze4,让我们先去<color=#ffcc00>战斗</color>吧！战斗能获得许多奖励，比如说宠物，这样你就会越来越强大！,Let's <color=#ffcc00>go battle</color> first! Get rewards such as monsters from battle to strengthen your team first!,讓我們先去<color=#ffcc00>戰鬥</color>吧！戰鬥能獲得許多獎勵，比如說寵物，這樣你就會越來越強大！
speech_shanghuapotips,<color=#ffcc00>新伙伴花魄</color>也是可以<color=#ffcc00>上阵</color>的哦~还记得如何操作吧！,Our <color=#ffcc00>new Flower Pixie</color> can also <color=#ffcc00>join the team</color>. Remember how to add monsters to the team?,<color=#ffcc00>新夥伴花魄</color>也是可以<color=#ffcc00>上陣</color>的哦~還記得如何操作吧！
speech_shangmantuoluotips,<color=#ffcc00>新伙伴曼陀罗</color>是个超级<color=#ffcc00>奶妈</color>，<color=#ffcc00>回血</color>全靠他啦！,"Our <color=#ffcc00>new Mandrake</color> is a <color=#ffcc00>healer</color>, so you can rely on it to <color=#ffcc00>recover your monsters' HP</color>!",<color=#ffcc00>新夥伴曼陀羅</color>是個超級<color=#ffcc00>奶媽</color>，<color=#ffcc00>回血</color>全靠他啦！
speech_exp1,只要吃下<color=#ffcc00>信仰之力</color>，妖怪就会成长，试试吧？,"If you feed a monster this <color=#ffcc00>Mytho Essence</color>, it will grow. Let's give it a try!",只要吃下<color=#ffcc00>信仰之力</color>，妖怪就會成長，試試吧？
speech_exp3,你看，是不是觉得变强了~,See? Don't I look stronger? (And more beautiful...) ,你看，是不是覺得變強了~
speech_exp4,获得了信仰之力，我们就会更强大！我们快去抢信仰之力吧！,We will become stronger when we receive more Mytho Essence! Let's go and get more!,獲得了信仰之力，我們就會更強大！我們快去搶信仰之力吧！
speech_exp5,其实有很多办法获得信仰之力，不一定非要抢其他妖怪的……,"Actually there are a lot of ways to get mytho essence, you don't always have to steal it from other monsters…",其實有很多辦法獲得信仰之力，不一定非要搶其他妖怪的……
speech_exp6,不可能，现在镇上的妖怪都知道，这是最快的获得信仰之力的办法。,Who are you kidding? All the monsters in town know that's the quickest way to get more mytho essence.,不可能，現在鎮上的妖怪都知道，這是最快的獲得信仰之力的辦法。
speech_exp7,肯定有人在散布谣言，这样下去大家都会死的。,"Hmm, I wonder who started spreading this kind of rumor. Everyone will die if this keeps up.",肯定有人在散佈謠言，這樣下去大家都會死的。
speech_equip1,有了代行者的力量，本狐狸今非昔比了~我们拿到了好东西呢。,"With my new keeper, I'm better than ever!We got something super useful!",有了代行者的力量，本狐狸今非昔比了~我們拿到了好東西呢。
speech_equip4,什么东西？,Like what?,什麼東西？
speech_equip5,<color=#ffcc00>装备</color>，有了这些我们的实力也有了提高。,<color=#ffcc00>A piece of Equipment</color>! With this we will be much stronger!,<color=#ffcc00>裝備</color>，有了這些我們的實力也有了提高。
speech_houbeiwei,<color=#ffcc00>支援位置</color>开启，可以统御更多的宠物了。多余三只宠物时，可以认真考虑一下让谁做前排，让谁做替补了哦！,"<color=#ffcc00>Backup positions</color> unlocked. You can control more monsters now. When you want to use more than 3 monsters, you should consider which to be active at the start, and which to be your backup.",<color=#ffcc00>支援位置</color>開啟，可以統禦更多的寵物了。多餘三隻寵物時，可以認真考慮一下讓誰做前排，讓誰做替補了哦！
speech_shop,商店会有<color=#ffcc00>自动刷新时间</color>，当然，也可以通过<color=#ffcc00>消耗钻石刷新</color>，多来看看吧~,"The store <color=#ffcc00>automatically refreshes at a set time</color>, but of course you may also <color=#ffcc00>spend some diamonds</color> to manually refresh. Make sure to check often!",商店會有<color=#ffcc00>自動刷新時間</color>，當然，也可以通過<color=#ffcc00>消耗鑽石刷新</color>，多來看看吧~
speech_xinshoushilian1,愿望树生长着两颗果实，金色果实通往拥有无限<color=#ffcc00>金币</color>的米达斯宫，银色果实通往可以获得大量<color=#ffcc00>信仰之力</color>的至福乐土。,"The Wishing Tree has 2 fruits: the golden fruit which leads to Palace of Midas and mountains of <color=#ffcc00>coins</color>, and the silver fruit which leads to the Fields of Elysium with tons of <color=#ffcc00>Mytho Essence</color>.",願望樹生長著兩顆果實，金色果實通往擁有無限<color=#ffcc00>金幣</color>的米達斯宮，銀色果實通往可以獲得大量<color=#ffcc00>信仰之力</color>的至福樂土。
speech_xinshoushilian2,想要获得金币和信仰之力的奖励？来接受我和黄金之灵的考验吧！,Want to get Gold and Mytho Essence rewards? Accept the drill from me and the Soul of Gold.,想要獲得金幣和信仰之力的獎勵？來接受我和黃金之靈的考驗吧！
speech_xinshoutower1,拥有通天塔的钥匙，就可以解救被黑暗组织囚禁在里面的妖怪了。,"With the Tower of Darkness key, you can rescue  monsters that have been captured by the dark organization.",擁有通天塔的鑰匙，就可以解救被黑暗組織囚禁在裡面的妖怪了。
speech_xinshoutower2,通天塔一共有3座，分别是<color=#ffcc00>“试炼之塔”、“死亡之塔”、“绝望之塔”</color>。,"The Tower of Darkness has 3 stages: <color=#ffcc00>Tower of Guantlets, Tower of Death, and the Tower of Despair</color>.",通天塔一共有3座，分別是<color=#ffcc00>“試煉之塔”、“死亡之塔”、“絕望之塔”</color>。
speech_xinshoutower3,参与通天塔玩法能够获得暗黑碎片，在通天塔商店购买<color=#ffcc00>装备打造材料、稀有宠物碎片</color>哦~,"By playing the Tower of Darkness, you can get dark fragments, which can be used to purchase <color=#ffcc00>equipment forge materials</color> and <color=#ffcc00>rare monster fragments</color> in the Tower Store.",參與通天塔玩法能夠獲得暗黑碎片，在通天塔商店購買<color=#ffcc00>裝備打造材料、稀有寵物碎片</color>哦~
speech_xinshoutower4,为了安全起见，我们先去拯救被囚禁在第一座通天塔——试炼之塔的妖怪吧~,"To play it safe, let's go rescue the monsters being held in the first tower - the Tower of Gauntlets.",為了安全起見，我們先去拯救被囚禁在第一座通天塔——試煉之塔的妖怪吧~
speech_xinshoupvp1,这里是<color=#ffcc00>竞技场</color>，是代行者们磨练技巧的地方了。,This is the <color=#ffcc00>Arena</color>! Here is where all keepers battle to their master techniques.,這裡是<color=#ffcc00>競技場</color>，是代行者們磨練技巧的地方了。
speech_xinshoupvp2,每次竞技会消耗<color=#ffcc00>竞技次数</color>，赢得胜利可以获得<color=#ffcc00>荣誉点</color>。,An <color=#ffcc00>Arena Entry</color> will be used each time you enter the Arena. ,每次競技會消耗<color=#ffcc00>競技次數</color>，贏得勝利可以獲得<color=#ffcc00>榮譽點</color>。
speech_xinshoupvp3,荣誉点可以在竞技商店购买<color=#ffcc00>宠物进阶材料、稀有宠物碎片</color>哦~,A victory will reward you with <color=#ffcc00>Honor Points</color> which can then be exchanged in the Arena Store for <color=#ffcc00>monster advancement materials</color> and <color=#ffcc00>rare monster fragments</color>!,榮譽點可以在競技商店購買<color=#ffcc00>寵物進階材料、稀有寵物碎片</color>哦~
speech_xinshoucompose,<color=#ffcc00>低级的纹章、材料、宠物</color>可以通过<color=#ffcc00>合成魔法</color>变成<color=#ffcc00>更高级的纹章、材料、宠物碎片</color>，有不用的材料时就来合成吧。,"<color=#ffcc00>Crafting</color> allows players to turn <color=#ffcc00>low grade monsters, insignia and materials into high grade monsters, insignia and materials</color>. Simply use any of your uneeded materials.",<color=#ffcc00>低級的紋章或材料可以通過合成魔法變成更高級的紋章或材料</color>，有不用的材料時就來合成吧。
speech_xinshouguild1,公会是志同道合的代行者伙伴们交流信息的地方。,Joining a guild is the best way to meet and chat with other monster keepers.,公會是志同道合的代行者夥伴們交流訊息的地方。
speech_xinshouguild2,在<color=#ffcc00>公会许愿池</color>，每天可以进行<color=#ffcc00>一次许愿</color>。向三位命运女神许愿的效果不同，付出越多收获越大。,"You can <color=#ffcc00>make a wish once a day at the Guild Wish</color>. Making a wish via the 3 different goddesses will yield different effects, and the more spent, the more you shall receive. ",在<color=#ffcc00>公會許願池</color>，每天可以進行<color=#ffcc00>一次許願</color>。向三位命運女神許願的效果不同，付出越多收穫越大。
speech_xinshouguild3,公会会向代行者们发布一些任务。,Guilds will post quests for their members to participate in. ,公會會向代行者們發佈一些任務。
speech_xinshouguild4,完成任务不但能得到<color=#ffcc00>大量贡献值和金币</color>，还可能得到一些<color=#ffcc00>不得了的材料</color>呢。记得查看额外奖励哦！,"Completing these missions will not only give <color=#ffcc00>large amounts of contribution points and coins</color>, but may also possibly drop some <color=#ffcc00>awesome materials</color>. Remember to check for extra rewards!",完成任務不但能得到<color=#ffcc00>大量貢獻值和金幣</color>，還可能得到一些<color=#ffcc00>不得了的材料</color>呢。記得查看額外獎勵哦！
speech_xinshouguild5,公会任务需要组队完成，不过<color=#ffcc00>队长会有额外奖励</color>呢。,"Guild quests will require the efforts of player teams to be completed, and <color=#ffcc00>team captains will get extra rewards</color>.",公會任務需要組隊完成，不過<color=#ffcc00>隊長會有額外獎勵</color>呢。
speech_xinshouguild6,这里是<color=#ffcc00>公会基地</color>，可以将自己的妖怪作为<color=#ffcc00>佣兵</color>派遣到这里，公会伙伴们就可以雇佣了~,This is the <color=#ffcc00>guild base</color>. You may dispatch some of your monsters as <color=#ffcc00>mercenaries</color> here to be hired and used by other players.,這裡是<color=#ffcc00>公會基地</color>，可以將自己的妖怪作為<color=#ffcc00>傭兵</color>派遣到這裡，公會夥伴們就可以雇傭了~
speech_xinshouguild7,当然，雇佣会有相应的佣金，来试试看吧~,Of course players will have to pay a fee when hiring mercenary monsters. Let's give it a try!,當然，雇傭會有相應的傭金，來試試看吧~
speech_xinshouadventure1,这可是个将空闲不用的宠物派遣锻炼的好去处，还可以得到丰厚的回报哦~不同的大冒险会获得不同的奖励。,This is a good place to send some idle monsters to train and bring back some awesome rewards. Remember to check adventure type for different kinds of rewards.,這可是個將空閒不用的寵物派遣鍛煉的好去處，還可以得到豐厚的回報哦~不同的大冒險會獲得不同的獎勵。
speech_xinshouadventure2,大冒险根据产出不同，分为<color=#ffcc00>“强化”、“进阶”、“究极”</color>三个种类，冒险的时间也有<color=#ffcc00>5h、8h、12h</color>可以选择呢，要根据自己的需求合理参与哦~,"Adventures are divided into three types based on their output: <color=#ffcc00>upgrades, evolution, and ultimate</color>. Adventure time can also be selected: <color=#ffcc00>5h, 8h, or 12h</color>. Simply choose whichever suits your needs.",大冒險根據產出不同，分為<color=#ffcc00>“強化”、“進階”、“究極”</color>三個種類，冒險的時間也有<color=#ffcc00>5h、8h、12h</color>可以選擇呢，要根據自己的需求合理參與哦~
speech_xinshouadventure3,先来跟我一起看看“强化”冒险吧~,"Come with me and let's check out the ""upgrades"" adventure!",先來跟我一起看看“強化”冒險吧~
speech_xinshouadventure4,每个冒险任务会列出一系列“<color=#ffcc00>获得额外奖励条件</color>”。,"Each adventure quest will list a series of ""<color=#ffcc00>bonus reward requirements</color>"". ",每個冒險任務會列出一系列“<color=#ffcc00>獲得額外獎勵條件</color>”。
speech_xinshouadventure9,派出冒险的宠物越符合条件需求，获得额外奖励的概率就越大呢！,The more the monsters you dispatch for the adventure meet these requirements the higher your chance of receiving bonus rewards.,派出冒險的寵物越符合條件需求，獲得額外獎勵的機率就越大呢！
speech_xinshouadventure5,可以通过“<color=#ffcc00>筛选</color>”按钮快速挑选出<color=#ffcc00>符合额外奖励条件</color>的宠物，跟我来试试。,You can quickly select monsters that <color=#ffcc00>meet the bonus requirements</color> by using the <color=#ffcc00>filter</color> button. Let's give it a try!,可以通過“<color=#ffcc00>篩選</color>”按鈕快速挑選出<color=#ffcc00>符合額外獎勵條件</color>的寵物，跟我來試試。
speech_xinshouadventure6,当你选择好冒险的5只宠物后，点击<color=#ffcc00>探险</color>按钮，就冒险成功啦！自己试试吧~,"After you have selected 5 monsters for the adventure, tap the <color=#ffcc00>explore</color> button, and the adventure will be successful. Let's try now!",當你選擇好冒險的5只寵物後，點擊<color=#ffcc00>探險</color>按鈕，就冒險成功啦！自己試試吧~
speech_xinshouadventure7,悄悄的告诉你，如果不想等待冒险时间，也可以<color=#ffcc00>通过花费钻石快速完成探险</color>~跟我来看看吧~,"I'll let you in on a little secret… If you don't want to wait for the adventure time, you can also <color=#ffcc00>spend some diamonds to speed up the exploration</color>. Let's give it a shot!",悄悄的告訴你，如果不想等待冒險時間，也可以<color=#ffcc00>通過花費鑽石快速完成探險</color>~跟我來看看吧~
speech_xinshouadventure8,这里列出了你所有小队的探险情况哟，点击“<color=#ffcc00>立即完成</color>”按钮，就可以<color=#ffcc00>立即召回冒险的宠物并获得冒险奖励</color>。,"The statuses of all your adventure teams are listed here. Tap the ""<color=#ffcc00>Complete Now</color>"" button to <color=#ffcc00>immediately recall your monsters and receive the adventure rewards</color>. ",這裡列出了你所有小隊的探險情況喲，點擊“<color=#ffcc00>立即完成</color>”按鈕，就可以<color=#ffcc00>立即召回冒險的寵物並獲得冒險獎勵</color>。
speech_xinshoudecompose1,可以将没用的<color=#ffcc00>装备分解掉</color>，转化成<color=#ffcc00>金币</color>。,You may <color=#ffcc00>discard any useless equipment</color> and turn them into <color=#ffcc00>coins</color>. ,可以將沒用的<color=#ffcc00>裝備分解掉</color>，轉化成<color=#ffcc00>金幣</color>。
speech_xinshouchongwujinjie,当然，满足一定的<color=#ffcc00>道具、金币和等级要求</color>才能完成进阶哦~进阶需要的<color=#ffcc00>化形之书</color>在每章副本<color=#ffcc00>挑战难度</color>的<color=#ffcc00>第四和第八个本</color>掉落。,"Of course, you must first <color=#ffcc00>meet the set item, coin, and level requirements</color> to advance a monster.Advancing monsters requires <color=#ffcc00>Books of Transformation</color>, which can acquired via <color=#ffcc00>Stage 4 or Stage 8 of Story Mode (Heroic)</color>.",當然，滿足一定的<color=#ffcc00>道具、金幣和等級要求</color>才能完成進階哦~進階需要的<color=#ffcc00>化形之書</color>在每章副本< color=#ffcc00>挑戰難度</color>的<color=#ffcc00>第四和第八個本</color>掉落。
speech_xinshouxiangqian1,装备达到<color=#ffcc00>蓝色品质</color>后就可以开孔了，<color=#ffcc00>品质越高，开孔上限越高</color>。,"<color=#ffcc00>Blue</color> equipment or higher can have slots, and <color=#ffcc00>the higher the grade of the equipment, the higher the slot limit</color>.",裝備達到<color=#ffcc00>藍色品質</color>後就可以開孔了，<color=#ffcc00>品質越高，開孔上限越高</color>。
speech_xinshouxiangqian2,开孔后，就可以将形状对应的<color=#ffcc00>纹章镶嵌</color>进去了，纹章分为9种，给装备附加的属性各不相同。,"After opening a slot, you can <color=#ffcc00>attach the corresponding insignia</color>. There are 9 types of insignia, each boosting different stats for the equipment.",開孔後，就可以將形狀對應的<color=#ffcc00>紋章鑲嵌</color>進去了，紋章分為9種，給裝備附加的屬性各不相同。
speech_xinshouxiangqian3,如果开到的孔不满意，还可以重复开孔，直到开到满意的形状为止~自己试试吧~,"If you are not happy with the slots, you can re-open the slots until you are satisfied with the results.Let's give it a try!",如果開到的孔不滿意，還可以重複開孔，直到開到滿意的形狀為止~自己試試吧~
speech_xinshouxiangqian4,每次开孔，开出孔的形状都是随机的。自己试试吧~,"Each time you open slots, the type of slots are randomized. Let's give it a try!",每次開孔，開出孔的形狀都是隨機的。自己試試吧~
speech_xinshoulock1,是否担心开到了心仪的孔在下次开孔时被换掉呢，<color=#ffcc00>锁孔功能</color>就可以帮到你啦！跟我看看锁孔吧~,Worried that the slots you are happy with will be changed the next time you open more? Try <color=#ffcc00>locking</color> them! Let me show you how!,是否擔心開到了心儀的孔在下次開孔時被換掉呢，<color=#ffcc00>鎖孔功能</color>就可以幫到你啦！跟我看看鎖孔吧~
speech_xinshoulock2,在这里，可以将想保留形状的孔锁住。锁住孔后，每次开孔都会消耗一定量的<color=#ffcc00>钻石</color>来保证<color=#ffcc00>这个孔不变化</color>哦~,"Here you can save the types of slots you would like to keep. After locking a slot, opening other slots will consume a set amount of <color=#ffcc00>Diamonds</color> to ensure that <color=#ffcc00>the locked slots are not changed</color>.",在這裡，可以將想保留形狀的孔鎖住。鎖住孔後，每次開孔都會消耗一定量的<color=#ffcc00>鑽石</color>來保證<color=#ffcc00>這個孔不變化</color>哦~
speech_0fightqian1,你以为我堂堂九尾狐，和这个臭家伙——冰雪女王，是到你房间里玩的么！？,You think a Snow Queen and a Nine-Tail Fox came to your room just for fun!?,你以為我堂堂九尾狐，和這個臭傢伙——冰雪女王，是到你房間裡玩的嗎！？
speech_0fightqian2,冰雪女王是来抢你的<color=#ffcc00>照妖镜</color>的！就是你那个眼镜！看我怎么收拾她！,The Snow Queen (Chione) is after you and your <color=#ffcc00>Mytho Lens</color>…..your precious eyepiece! Let's fight her off now!,冰雪女王是來搶你的<color=#ffcc00>照妖鏡</color>的！就是你那個眼鏡！看我怎麼收拾她！
speech_0fightqian3,怎……怎么回事？啊！,Wha… What's going on? Hey!!,怎……怎麼回事？啊！
speech_0fightzhong1,怎么办啊，她太强了，你根本打不过她啊！,What do we do now? She seems to be too strong for us!,怎麼辦啊，她太強了，你根本打不過她啊！
speech_0fightzhong2,哼！每个怪物都有弱点，只有你的<color=#ffcc00>照妖镜</color>（眼镜）才能找到弱点！,Every Monster got a weakpoint and your <color=#ffcc00>Mytho Lens</color> (the eyepiece) can reveal it!,哼！每個怪物都有弱點，只有你的<color=#ffcc00>照妖鏡</color>（眼鏡）才能找到弱點！
speech_0fightzhong3,别担心，现在我就教你怎么用！,"Don't worry, follow my instructions now!",別擔心，現在我就教你怎麼用！
speech_0fighthou1,呼……胜利了，没想到你还挺能干嘛。,Whew… We won! I wasn't sure if you had it in ya.,呼……勝利了，沒想到你還挺能幹嘛。
speech_0fightjihuo,太棒了！我们找到了冰雪女王的<color=#ffcc00>弱点</color>！,Nice! We have found Chione's <color=#ffcc00>weakpoint</color>! ,太棒了！我們找到了冰雪女王的<color=#ffcc00>弱點</color>！
speech_0fightjihuo1,干的漂亮，一鼓作气打败冰雪女王吧！,Great Job! Let's defeat Chione now!,做得好，一鼓作氣打敗冰雪女王吧！
speech_kaijiaxing1,有没有发现这个弱点有些特别？没错！它是有血条的！<color=#ffcc00>有血条的弱点是可以被打掉的</color>。,Notice anything special about this weakpoint? That's right! <color=#ffcc00>These secret point can be destroyed</color>. ,有沒有發現這個弱點有些特別？沒錯！它是有血條的！<color=#ffcc00>有血條的弱點是可以被打掉的</color>。
speech_kaijiaxing2,打掉这类弱点大多数时候会<color=#ffcc00>削弱boss能力或者暴露更多弱点</color>~快集火<color=#ffcc00>花魄的花瓣</color>吧！,Destroying this kind of secret points will usually <color=#ffcc00>weaken the boss' abilities or reveal more secret points</color>. Now tap on <color=#ffcc00>Flower Pixie's petal</color> to concentrate your attack!,打掉這類弱點大多數時候會<color=#ffcc00>削弱boss能力或者暴露更多弱點</color>~快集火<color=#ffcc00>花魄的花瓣</color>吧！
speech_kaijiaxing3,有没有发现这个弱点有些特别？没错！它是有血条的！<color=#ffcc00>有血条的弱点是可以被打掉的</color>。,Notice anything special about this weakpoint? That's right! <color=#ffcc00>These secret point can be destroyed</color>. ,有沒有發現這個弱點有些特別？沒錯！它是有血條的！<color=#ffcc00>有血條的弱點是可以被打掉的</color>。
speech_kaijiaxing4,打掉这类弱点大多数时候会<color=#ffcc00>削弱boss能力或者暴露更多弱点</color>~快集火<color=#ffcc00>曼陀罗的根</color>吧！,Destroying this kind of secret points will usually <color=#ffcc00>weaken the boss' abilities or reveal more secret points</color>. Now tap on <color=#ffcc00>Mandrake's root</color> to concentrate your attack!,打掉這類弱點大多數時候會<color=#ffcc00>削弱boss能力或者暴露更多弱點</color>~快集火<color=#ffcc00>曼陀羅的根</color>吧！
speech_element1,对面<color=#ffcc00>水属性小怪</color>均被我方<color=#ffcc00>木属性宠物克制</color>，容易击杀。,The enemy <color=#ffcc00>water type monsters</color> can be <color=#ffcc00>countered</color> and defeated easily by our <color=#ffcc00>grass type monsters</color>.,對面<color=#ffcc00>水屬性小怪</color>均被我方<color=#ffcc00>木屬性寵物克制</color>，容易擊殺。
speech_element2,敌方阵容变强了，出现了<color=#ffcc00>克制我方属性的小怪</color>！要收集更多的怪应对不同的敌方组合哦！,"The enemy formation has become stronger, and contains <color=#ffcc00>monster that counter our own</color>! Get more monster to deal with different affinity.",敵方陣容變強了，出現了<color=#ffcc00>克制我方屬性的小怪</color>！要收集更多的怪應對不同的敵方組合哦！
speech_duoruodian,boss有<color=#ffcc00>多个弱点</color>哦，鉴定成功后，考虑一下<color=#ffcc00>合适的攻击顺序</color>吧~,"Bosses can have <color=#ffcc00>many weakpoints</color>, so after discovering them, consider <color=#ffcc00>the best order for attacking them</color>.",boss有<color=#ffcc00>多個弱點</color>哦，鑒定成功後，考慮一下<color=#ffcc00>合適的攻擊順序</color>吧~
speech_yincangruodian,注意到了吗？有些弱点的图标以<color=#ffcc00>问号形式</color>出现，是不会提示位置的呢，<color=#ffcc00>需要自己找到哦</color>~,Notice that some weakpoints have <color=#ffcc00>a question mark</color>? Is it indicating a certain spot? <color=#ffcc00>You'll have to find out yourself</color>!,注意到了嗎？有些弱點的圖示以<color=#ffcc00>問號形式</color>出現，是不會提示位置的呢，<color=#ffcc00>需要自己找到哦</color>~
guide_0dazhao,<color=#ffcc00>大招</color>能量已满，<color=#ffcc00>点击</color>释放,"Power is full, <color=#ffcc00>tap</color> to cast <color=#ffcc00>ultimate ability</color>.",<color=#ffcc00>大招</color>能量已滿，<color=#ffcc00>點擊</color>釋放
guide_tips,查看形状,Notice the shape.,查看形狀
guide_tips1,使用照妖镜<color=#ffcc00>查看怪物</color>,Use Mytho Lens to <color=#ffcc00>detect Monster</color>.,使用照妖鏡<color=#ffcc00>查看怪物</color>
guide_0zhaoyaojing,"拖动<color=#ffcc00>照妖镜</color>到她的
<color=#ffcc00>头部</color>进行<color=#ffcc00>弱点鉴定</color>","Drag and Hold the <color=#ffcc00>Mytho Lens</color> over her
<color=#ffcc00>head</color> to <color=#ffcc00>scan for weakpoint</color>. ","
拖動<color=#ffcc00>照妖鏡</color>到她的
<color=#ffcc00>頭部</color>進行<color=#ffcc00>弱點鑑定</color>"
guide_drag,拖动,Drag,拖動
guide_hold,停留,Hold,停留
guide_0jihuo,<color=#ffcc00>点击</color>头部，<color=#ffcc00>集火</color>弱点,"Now, <color=#ffcc00>tap</color> the head once 
to <color=#ffcc00>concentrate attack</color>.",<color=#ffcc00>點擊</color>頭部，<color=#ffcc00>集火</color>弱點
guide_0dazhao1,注意使用<color=#ffcc00>大招</color>，尽快打败冰雪女王！,"Use your <color=#ffcc00>ultimate ability</color>
to quickly defeat Chione!",注意使用<color=#ffcc00>大招</color>，儘快打敗冰雪女王！
guide_1PhyDazhao1,<color=#ffcc00>点击</color>释放<color=#ffcc00>大招</color>,"<color=#ffcc00>Tap</color> to cast 
<color=#ffcc00>ultimate ability</color>",<color=#ffcc00>點擊</color>釋放<color=#ffcc00>大招</color>
guide_1PhyDazhao2,"<color=#ffcc00>快速点击</color>怪物！
让伤害更猛烈些吧！","<color=#ffcc00>Keep tapping</color> on the 
monster for more damage","<color=#ffcc00>快速點擊</color>怪物！
讓傷害更猛烈些吧！"
guide_zhaoyaojing,是不是忘记找弱点了呢~,"Did you forget to search 
for enemy weakpoints?",是不是忘記找弱點了呢~
guide_huanguai1,"<color=#ffcc00>点击</color>宠物，可以进
行<color=#ffcc00>后备宠物</color>替换","<color=#ffcc00>Tap</color> a monster to swap it out 
with one from a <color=#ffcc00>backup position</color>.","<color=#ffcc00>點擊</color>寵物，可以進
行<color=#ffcc00>後備寵物</color>替換"
guide_huanguai2,"宠物有生命危险了！
快替换后备宠物","One of your monsters is in danger, 
quickly swap it out for a backup monster!","寵物有生命危險了！
快替換後備寵物"
